,movie_name,genre,year,timeMin,imdb,metascore,votes,us_grossMillions
920,The Thin Man,"Comedy, Crime, Mystery            ",1934,91,8.0,77.51137724550898,25226,69.04371293001178
921,Barfi!,"Comedy, Drama, Romance            ",2012,151,8.1,77.51137724550898,72007,2.8
922,Black,Drama            ,2005,122,8.2,77.51137724550898,32203,0.73
923,Inherit the Wind,"Biography, Drama, History            ",1960,128,8.1,75.0,25983,69.04371293001178
924,A Hard Day's Night,"Comedy, Music, Musical            ",1964,87,7.6,96.0,38422,13.78
925,La Strada,Drama            ,1954,108,8.0,77.51137724550898,55494,69.04371293001178
926,The Purple Rose of Cairo,"Comedy, Fantasy, Romance            ",1985,82,7.7,75.0,45049,10.63
927,The Past,"Drama, Mystery            ",2013,130,7.8,85.0,42956,1.33
928,Bringing Up Baby,"Comedy, Family, Romance            ",1938,102,7.9,91.0,52775,69.04371293001178
929,Knockin' on Heaven's Door,"Action, Crime, Comedy            ",1997,87,8.0,77.51137724550898,26357,0.0
930,Raise the Red Lantern,"Drama, History, Romance            ",1991,125,8.1,77.51137724550898,27785,2.6
931,Cowboy Bebop: The Movie,"Animation, Action, Crime            ",2001,115,7.9,61.0,41071,1.0
932,Harvey,"Comedy, Drama, Fantasy            ",1950,104,7.9,77.51137724550898,51321,69.04371293001178
933,Hard Boiled,"Action, Crime, Thriller            ",1992,128,7.8,77.51137724550898,45037,69.04371293001178
934,Chak de! India,"Drama, Family, Sport            ",2007,153,8.2,68.0,69983,1.11
935,Arsenic and Old Lace,"Comedy, Crime, Thriller            ",1944,118,8.0,77.51137724550898,63307,69.04371293001178
936,Sweet Smell of Success,"Drama, Film-Noir            ",1957,96,8.1,100.0,26165,69.04371293001178
937,Jules and Jim,"Drama, Romance            ",1962,105,7.8,77.51137724550898,35385,69.04371293001178
938,Sunrise,"Drama, Romance            ",1927,94,8.1,77.51137724550898,45211,0.54
939,The Ladykillers,"Comedy, Crime            ",1955,91,7.7,91.0,25078,69.04371293001178
940,Nine Queens,"Crime, Drama, Thriller            ",2000,114,7.9,80.0,47736,1.22
941,In a Better World,"Drama, Romance            ",2010,118,7.6,65.0,37473,1.01
942,The Chorus,"Drama, Music            ",2004,97,7.9,56.0,55000,3.64
943,Duck Soup,"Comedy, Musical, War            ",1933,69,7.8,93.0,53872,69.04371293001178
944,Departures,"Drama, Music            ",2008,130,8.1,68.0,46684,1.5
945,In America,Drama            ,2002,105,7.7,76.0,39672,15.54
946,Battleship Potemkin,"Drama, History, Thriller            ",1925,66,8.0,77.51137724550898,50527,0.05
947,Veer-Zaara,"Drama, Family, Musical            ",2004,192,7.8,67.0,46781,2.92
948,G.O.R.A.,"Adventure, Comedy, Sci-Fi            ",2004,127,8.0,77.51137724550898,53323,69.04371293001178
949,Airlift,"Drama, History            ",2016,130,8.0,77.51137724550898,50576,69.04371293001178
950,Au Revoir les Enfants,"Drama, War            ",1987,104,8.0,77.51137724550898,29456,4.54
951,After the Wedding,Drama            ,2006,120,7.7,78.0,30679,0.41
952,Evil,Drama            ,2003,113,7.8,61.0,34615,0.02
953,The Triplets of Belleville,"Animation, Comedy, Drama            ",2003,80,7.8,91.0,49310,7.0
954,Elite Squad: The Enemy Within,"Action, Crime, Drama            ",2010,115,8.0,71.0,77061,0.1
955,Hiroshima Mon Amour,"Drama, Romance            ",1959,90,7.9,77.51137724550898,26455,0.09
956,Tangerines,"Drama, War            ",2013,87,8.2,73.0,35712,0.14
957,The Virgin Spring,Drama            ,1960,89,8.1,77.51137724550898,25110,1.53
958,Interstate 60: Episodes of the Road,"Adventure, Comedy, Drama            ",2002,116,7.7,77.51137724550898,28741,69.04371293001178
959,Paan Singh Tomar,"Action, Biography, Crime            ",2012,135,8.2,77.51137724550898,30548,0.04
960,Dev.D,"Comedy, Drama, Romance            ",2009,144,8.0,77.51137724550898,27308,0.01
961,Everyone Has Their Own Style,"Action, Comedy, Family            ",1994,160,8.2,77.51137724550898,47221,69.04371293001178
962,Tae Guk Gi: The Brotherhood of War,"Action, Drama, War            ",2004,140,8.1,64.0,36758,1.11
963,The Killer,"Action, Crime, Drama            ",1989,111,7.8,82.0,44339,69.04371293001178
964,The Visitor,Drama            ,2007,104,7.6,79.0,40811,9.42
965,Lifeboat,"Drama, War            ",1944,97,7.7,78.0,25299,69.04371293001178
966,The Lost Weekend,"Drama, Film-Noir            ",1945,101,7.9,77.51137724550898,31993,9.46
967,The Rules of the Game,"Comedy, Drama            ",1939,110,8.0,77.51137724550898,25396,69.04371293001178
968,Special 26,"Crime, Drama, Thriller            ",2013,144,8.0,77.51137724550898,47889,1.08
969,Adam's Apples,"Comedy, Crime, Drama            ",2005,94,7.8,51.0,43632,0.0
970,Jab We Met,"Comedy, Drama, Romance            ",2007,138,7.9,77.51137724550898,44778,0.41
971,Fireworks,"Crime, Drama, Romance            ",1997,103,7.8,77.51137724550898,26111,0.23
972,Kind Hearts and Coronets,"Comedy, Crime            ",1949,106,8.0,77.51137724550898,33173,69.04371293001178
973,Brief Encounter,"Drama, Romance            ",1945,86,8.0,77.51137724550898,33470,69.04371293001178
974,The Magdalene Sisters,Drama            ,2002,114,7.7,83.0,25251,4.89
975,Sherlock Jr.,"Action, Comedy, Romance            ",1924,45,8.2,77.51137724550898,37273,0.98
976,The Secret of Kells,"Animation, Adventure, Family            ",2009,75,7.6,81.0,29734,0.69
977,Tokyo Godfathers,"Animation, Adventure, Comedy            ",2003,92,7.8,73.0,28642,0.13
978,Central Station,Drama            ,1998,110,8.0,80.0,34347,5.6
979,La Grande Illusion,"Drama, War            ",1937,113,8.1,77.51137724550898,32353,0.17
980,Vicky Donor,"Comedy, Romance            ",2012,126,7.8,77.51137724550898,37519,0.17
981,Miracle on 34th Street,"Comedy, Drama, Family            ",1947,96,7.9,88.0,38649,2.65
982,OMG: Oh My God!,"Comedy, Drama, Fantasy            ",2012,125,8.1,77.51137724550898,47735,0.92
983,The Edge of Heaven,Drama            ,2007,122,7.8,85.0,29752,0.74
984,Le Dîner de Cons,Comedy            ,1998,80,7.7,73.0,35785,4.07
985,Drishyam,"Crime, Drama, Thriller            ",2013,160,8.4,77.51137724550898,28709,69.04371293001178
986,Joyeux Noel,"Drama, History, Music            ",2005,116,7.7,70.0,26757,1.05
987,Zelig,Comedy            ,1983,79,7.7,77.51137724550898,38472,11.8
988,Vampire Hunter D: Bloodlust,"Animation, Action, Fantasy            ",2000,103,7.7,62.0,27972,0.15
989,English Vinglish,"Comedy, Drama, Family            ",2012,134,7.8,77.51137724550898,31818,1.67
990,The Muppet Christmas Carol,"Comedy, Drama, Family            ",1992,85,7.7,64.0,45835,27.28
991,"Carry On, Munna Bhai","Comedy, Drama, Romance            ",2006,144,8.1,77.51137724550898,40632,2.22
992,A Night at the Opera,"Comedy, Music, Musical            ",1935,96,7.9,77.51137724550898,29507,69.04371293001178
993,Udaan,Drama            ,2010,134,8.1,77.51137724550898,40384,0.01
994,C.R.A.Z.Y.,"Comedy, Drama            ",2005,127,7.9,81.0,30784,69.04371293001178
995,The Shop Around the Corner,"Comedy, Drama, Romance            ",1940,99,8.1,96.0,26038,0.2
996,Vizontele,"Comedy, Drama            ",2001,110,8.0,77.51137724550898,31025,69.04371293001178
997,Boy A,Drama            ,2007,102,7.6,75.0,36185,0.11
998,And Now for Something Completely Different,Comedy            ,1971,88,7.6,77.51137724550898,28037,69.04371293001178
999,The Breath,"Action, Drama, Thriller            ",2009,128,8.0,77.51137724550898,30650,69.04371293001178
